Vehicle_ID,Frame,Speed_Pixels_Per_Second
11,24,504.06703796112623
11,25,480.11950596205685
11,26,528.0171559371486
11,27,479.52047952047957
11,28,503.4965034965035
11,29,479.52047952047957
11,30,503.4965034965035
11,31,503.4965034965035
11,32,503.4965034965035
11,33,479.52047952047957
11,34,504.06703796112623
11,35,479.52047952047957
11,36,504.06703796112623
11,37,529.6476811438447
11,38,479.52047952047957
11,39,481.91211769610663
11,40,503.4965034965035
11,41,480.11950596205685
11,42,479.52047952047957
11,43,455.54445554445556
11,44,504.06703796112623
11,45,480.11950596205685
11,46,504.06703796112623
11,47,456.1749672033674
11,48,480.11950596205685
11,49,455.54445554445556
11,50,456.1749672033674
11,51,480.11950596205685
11,52,456.1749672033674
11,53,481.91211769610663
11,54,431.5684315684316
11,55,480.11950596205685
11,56,456.1749672033674
11,57,456.1749672033674
11,58,480.11950596205685
11,59,384.36490410105256
11,60,287.7122877122877
11,61,217.1121311841139
11,62,240.95605884805332
11,63,240.95605884805332
11,64,204.85123864897176
11,65,336.51953281002676
11,66,336.51953281002676
12,0,23.976023976023978
12,1,0.0
12,2,0.0
12,3,23.976023976023978
12,4,0.0
12,5,23.976023976023978
12,6,0.0
12,7,23.976023976023978
12,8,23.976023976023978
12,9,0.0
12,10,23.976023976023978
12,11,0.0
12,12,0.0
12,13,33.90721827867561
12,14,0.0
12,15,0.0
12,16,23.976023976023978
13,0,0.0
13,1,0.0
13,2,53.612019440554405
13,3,0.0
13,4,23.976023976023978
13,5,0.0
13,6,23.976023976023978
13,7,0.0
13,8,0.0
14,0,0.0
14,1,23.976023976023978
14,2,0.0
14,3,0.0
14,4,0.0
16,0,0.0
16,1,0.0
16,2,0.0
17,0,264.82384057192235
17,1,239.76023976023978
17,2,311.6883116883117
17,3,383.61638361638364
17,4,505.7747798536421
17,5,479.52047952047957
17,6,529.6476811438447
17,7,551.4485514485515
17,8,503.4965034965035
17,9,553.5294967727567
17,10,504.06703796112623
17,11,504.06703796112623
17,12,551.9695232713528
17,13,479.52047952047957
17,14,527.4725274725275
17,15,553.5294967727567
17,16,479.52047952047957
17,17,528.0171559371486
17,18,431.5684315684316
17,19,528.0171559371486
17,20,575.4245754245754
17,21,551.9695232713528
17,22,479.52047952047957
17,23,551.9695232713528
17,24,551.4485514485515
17,25,479.52047952047957
17,26,551.9695232713528
17,27,551.9695232713528
17,28,527.4725274725275
17,29,527.4725274725275
17,30,504.06703796112623
17,31,575.9238593149721
17,32,527.4725274725275
17,33,312.6091063433838
17,34,503.4965034965035
17,35,527.4725274725275
17,36,695.3046953046953
17,37,575.4245754245754
17,38,480.11950596205685
17,39,359.6403596403597
17,40,455.54445554445556
17,41,647.7964956374648
17,42,527.4725274725275
17,43,431.5684315684316
17,44,479.52047952047957
17,45,527.4725274725275
17,46,503.4965034965035
17,47,529.6476811438447
17,48,527.4725274725275
17,49,528.0171559371486
17,50,599.8799282252214
17,51,504.06703796112623
17,52,503.4965034965035
17,53,503.4965034965035
17,54,551.9695232713528
17,55,455.54445554445556
17,56,360.43867440654327
17,57,264.82384057192235
17,58,264.82384057192235
17,59,240.95605884805332
17,60,432.23391913654217
17,61,407.5924075924076
21,0,244.50842822422945
21,1,288.70956033068444
21,2,240.95605884805332
21,3,221.04801895607324
21,4,383.61638361638364
21,5,458.0612948941331
21,6,480.11950596205685
21,7,480.11950596205685
21,8,480.11950596205685
21,9,528.0171559371486
21,10,480.11950596205685
21,11,480.11950596205685
21,12,551.9695232713528
21,13,480.11950596205685
21,14,479.52047952047957
21,15,528.0171559371486
21,16,504.06703796112623
21,17,480.11950596205685
21,18,528.0171559371486
21,19,503.4965034965035
21,20,503.4965034965035
21,21,528.0171559371486
21,22,503.4965034965035
21,23,504.06703796112623
21,24,480.11950596205685
21,25,528.0171559371486
21,26,504.06703796112623
21,27,480.11950596205685
21,28,504.06703796112623
21,29,551.9695232713528
21,30,504.06703796112623
21,31,504.06703796112623
21,32,527.4725274725275
21,33,527.4725274725275
21,34,504.06703796112623
21,35,503.4965034965035
21,36,527.4725274725275
21,37,527.4725274725275
21,38,503.4965034965035
21,39,527.4725274725275
21,40,527.4725274725275
21,41,503.4965034965035
21,42,551.4485514485515
21,43,503.4965034965035
21,44,528.0171559371486
21,45,551.4485514485515
21,46,503.4965034965035
21,47,527.4725274725275
21,48,527.4725274725275
21,49,528.0171559371486
21,50,503.4965034965035
21,51,551.9695232713528
21,52,503.4965034965035
21,53,528.0171559371486
21,54,527.4725274725275
21,55,527.4725274725275
21,56,504.06703796112623
21,57,263.73626373626377
21,58,383.61638361638364
21,59,288.70956033068444
21,60,264.82384057192235
21,61,264.82384057192235
21,62,407.5924075924076
21,63,408.29697580642727
22,0,250.31703917467854
22,1,240.95605884805332
22,2,264.82384057192235
22,3,239.76023976023978
22,4,312.6091063433838
22,5,408.29697580642727
22,6,479.52047952047957
22,7,456.1749672033674
22,8,456.1749672033674
22,9,503.4965034965035
22,10,481.91211769610663
22,11,480.11950596205685
22,12,480.11950596205685
22,13,504.06703796112623
22,14,479.52047952047957
22,15,504.06703796112623
22,16,456.1749672033674
22,17,503.4965034965035
22,18,480.11950596205685
22,19,480.11950596205685
22,20,479.52047952047957
22,21,479.52047952047957
22,22,504.06703796112623
22,23,479.52047952047957
22,24,503.4965034965035
22,25,503.4965034965035
22,26,479.52047952047957
22,27,503.4965034965035
22,28,503.4965034965035
22,29,479.52047952047957
22,30,479.52047952047957
22,31,503.4965034965035
22,32,503.4965034965035
22,33,503.4965034965035
22,34,527.4725274725275
22,35,479.52047952047957
22,36,503.4965034965035
22,37,455.54445554445556
22,38,527.4725274725275
22,39,503.4965034965035
22,40,504.06703796112623
22,41,503.4965034965035
22,42,479.52047952047957
22,43,504.06703796112623
22,44,504.06703796112623
22,45,528.0171559371486
22,46,480.11950596205685
22,47,503.4965034965035
22,48,504.06703796112623
22,49,504.06703796112623
22,50,479.52047952047957
22,51,504.06703796112623
22,52,503.4965034965035
22,53,503.4965034965035
22,54,504.06703796112623
22,55,480.11950596205685
22,56,504.06703796112623
22,57,480.11950596205685
22,58,480.11950596205685
22,59,386.6017701481822
22,60,287.7122877122877
22,61,263.73626373626377
22,62,239.76023976023978
22,63,240.95605884805332
22,64,240.95605884805332
22,65,359.6403596403597
22,66,383.61638361638364
24,0,268.060097202772
24,1,240.95605884805332
24,2,264.82384057192235
24,3,268.060097202772
24,4,339.0721827867561
24,5,434.2242623682278
24,6,508.6082741801341
24,7,528.0171559371486
24,8,505.7747798536421
24,9,553.5294967727567
24,10,551.9695232713528
24,11,528.0171559371486
24,12,504.06703796112623
24,13,551.9695232713528
24,14,551.9695232713528
24,15,479.52047952047957
24,16,529.6476811438447
24,17,551.4485514485515
24,18,528.0171559371486
24,19,528.0171559371486
24,20,551.4485514485515
24,21,503.4965034965035
24,22,551.9695232713528
24,23,528.0171559371486
24,24,503.4965034965035
24,25,503.4965034965035
24,26,575.9238593149721
24,27,527.4725274725275
24,28,551.4485514485515
24,29,551.9695232713528
24,30,503.4965034965035
24,31,527.4725274725275
24,32,551.4485514485515
24,33,551.9695232713528
24,34,527.4725274725275
24,35,503.4965034965035
24,36,551.4485514485515
24,37,503.4965034965035
24,38,551.4485514485515
24,39,551.4485514485515
24,40,528.0171559371486
24,41,503.4965034965035
24,42,527.4725274725275
24,43,527.4725274725275
24,44,527.4725274725275
24,45,527.4725274725275
24,46,527.4725274725275
24,47,528.0171559371486
24,48,503.4965034965035
24,49,551.4485514485515
24,50,528.0171559371486
24,51,504.06703796112623
24,52,551.9695232713528
24,53,528.0171559371486
24,54,503.4965034965035
24,55,335.6643356643357
24,56,311.6883116883117
24,57,240.95605884805332
24,58,264.82384057192235
24,59,239.76023976023978
24,60,240.95605884805332
24,61,407.5924075924076
24,62,383.61638361638364
25,0,263.73626373626377
25,1,263.73626373626377
25,2,215.7842157842158
25,3,215.7842157842158
26,0,599.8799282252214
26,1,503.4965034965035
26,2,551.9695232713528
26,3,529.6476811438447
26,4,503.4965034965035
26,5,527.4725274725275
26,6,575.9238593149721
26,7,504.06703796112623
26,8,551.4485514485515
26,9,527.4725274725275
26,10,551.9695232713528
26,11,527.4725274725275
26,12,504.06703796112623
26,13,527.4725274725275
26,14,503.4965034965035
26,15,504.06703796112623
26,16,527.4725274725275
26,17,528.0171559371486
26,18,551.4485514485515
26,19,551.4485514485515
26,20,528.0171559371486
26,21,528.0171559371486
26,22,504.06703796112623
26,23,527.4725274725275
26,24,551.4485514485515
26,25,551.9695232713528
26,26,503.4965034965035
26,27,551.4485514485515
26,28,480.11950596205685
26,29,528.0171559371486
26,30,528.0171559371486
26,31,479.52047952047957
26,32,504.06703796112623
26,33,504.06703796112623
26,34,527.4725274725275
26,35,504.06703796112623
26,36,528.0171559371486
26,37,503.4965034965035
26,38,481.91211769610663
26,39,528.0171559371486
26,40,527.4725274725275
26,41,458.0612948941331
26,42,528.0171559371486
26,43,481.91211769610663
26,44,480.11950596205685
26,45,505.7747798536421
26,46,505.7747798536421
26,47,480.11950596205685
26,48,504.06703796112623
26,49,481.91211769610663
26,50,263.73626373626377
26,51,410.40342302394464
26,52,312.6091063433838
26,53,239.76023976023978
26,54,239.76023976023978
26,55,408.29697580642727
26,56,384.36490410105256
